teamID,4W,4L,4PCT,4H,4R,4RA,4E,5W,5L,5PCT,5H,5R,5RA,5E,6W,6L,6PCT,6H,6R,6RA,6E,7W,7L,7PCT,7H,7R,7RA,7E,8W,8L,8PCT,8H,8R,8RA,8E,9W,9L,9PCT,9H,9R,9RA,9E,homeW,homeL,homePct,awayW,awayL,awayPct,totalW,totalL,totalPct,eloRating,g,ghome,r,ab,h,double,triple,hr,bb,so,sb,cs,ra,pythag,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,attendance,bpf,ppf,1NL2AL,decade,goose_eggs,broken_eggs,mehs,gpct,gwar,pythagdiff,playoffs,lg_win,ws_win
1971_TEX,12,10,0.545454545,82,52,52,10,6,19,0.24,71,34,34,8,9,18,0.333333333,62,30,30,3,16,12,0.571428571,58,24,24,4,13,18,0.419354839,72,38,38,4,8,18,0.307692308,97,47,47,10,36,45,0.444444444,28,50,0.358974359,64,95,0.402515723,1436.014421,159,81,537,5290,1219,189,30,86,575,956,68,45,660,0.406748737,583,3.7,30,10,26,4254,1376,132,554,762,141,170,0.97,655156,94,95,2,1970,53,24,19,0.750,-1.8484734,-0.673049111,0,0,0
1971_WSN,9,6,0.6,64,37,37,13,10,18,0.357142857,68,32,32,4,11,21,0.34375,59,23,23,5,13,19,0.40625,35,25,25,3,13,11,0.541666667,107,49,49,7,14,15,0.482758621,102,51,51,15,35,44,0.443037975,35,46,0.432098765,70,90,0.4375,1474.852041,162,80,622,5335,1312,197,29,88,543,800,51,43,729,0.427885733,656,4.12,49,8,25,4302,1418,133,658,829,150,164,0.97,1290963,100,101,1,1970,46,20,13,0.747,-1.4292983,1.55751133,0,0,0
1972_ANA,5,8,0.384615385,68,27,27,8,13,15,0.464285714,67,30,30,12,13,14,0.481481481,63,32,32,7,13,16,0.448275862,33,14,14,1,13,14,0.481481481,49,18,18,6,17,11,0.607142857,99,45,45,12,44,36,0.55,31,44,0.413333333,75,80,0.483870968,1510.745885,155,80,454,5165,1249,171,26,78,358,850,57,37,533,0.427128548,468,3.06,57,18,16,4131,1109,90,620,1000,114,135,0.98,744190,94,95,2,1970,156,46,36,0.807,2.721099,8.795075114,0,0,0
1972_ATL,7,8,0.466666667,51,20,20,4,11,14,0.44,66,30,30,7,13,14,0.481481481,91,48,48,11,15,15,0.5,62,27,27,4,11,18,0.379310345,50,26,26,3,13,11,0.541666667,82,30,30,6,36,40,0.473684211,34,43,0.441558442,70,83,0.45751634,1470.524985,155,78,628,5278,1363,186,17,144,532,770,47,35,730,0.431576246,653,4.27,40,4,27,4131,1412,155,512,732,156,130,0.97,752973,109,110,1,1970,26,4,3,0.879,1.7778212,4.020714599,0,0,0
1972_BAL,7,6,0.538461538,54,20,20,6,13,10,0.565217391,56,14,14,9,15,13,0.535714286,78,41,41,9,17,13,0.566666667,44,20,20,1,15,15,0.5,98,39,39,4,11,16,0.407407407,47,13,13,2,38,39,0.493506494,42,35,0.545454545,80,74,0.519480519,1496.899548,154,77,519,5028,1153,193,29,100,507,935,78,41,430,0.585224269,385,2.53,62,20,21,4113,1116,85,395,788,100,150,0.98,899950,103,101,2,1970,147,35,28,0.833,4.7055876,-10.12453749,0,0,0
1972_BOS,4,7,0.363636364,41,13,13,8,11,12,0.47826087,67,20,20,10,12,15,0.444444444,46,24,24,7,20,12,0.625,67,28,28,6,17,12,0.586206897,55,35,35,8,20,9,0.689655172,63,17,17,3,52,26,0.666666667,33,44,0.428571429,85,70,0.548387097,1554.694752,155,78,640,5208,1289,229,34,124,522,858,66,30,620,0.514520945,533,3.47,48,20,25,4146,1309,101,512,918,130,141,0.97,1441718,106,106,2,1970,129,38,34,0.811,2.3409947,5.249253535,0,0,0
1972_CHC,4,10,0.285714286,62,32,32,7,16,8,0.666666667,79,37,37,10,17,11,0.607142857,60,33,33,4,15,17,0.46875,54,18,18,3,16,12,0.571428571,47,22,22,5,16,10,0.615384615,99,43,43,11,46,31,0.597402597,40,39,0.506329114,86,70,0.551282051,1532.647894,156,77,685,5247,1346,206,40,133,565,815,69,47,567,0.585642146,500,3.22,54,19,32,4194,1329,112,421,824,132,148,0.97,1299163,110,110,1,1970,82,36,15,0.729,-3.7108674,-5.360174762,0,0,0
1972_CHW,8,5,0.615384615,62,28,28,10,14,11,0.56,84,37,37,16,17,11,0.607142857,67,25,25,5,14,16,0.466666667,75,36,36,9,18,9,0.666666667,67,41,41,10,14,13,0.518518519,101,49,49,11,55,23,0.705128205,32,44,0.421052632,87,67,0.564935065,1526.400237,154,78,566,5083,1208,170,28,108,511,991,100,52,538,0.52319484,480,3.12,36,14,42,4155,1269,94,431,936,135,136,0.97,1177318,103,103,2,1970,74,25,12,0.775,-0.03006,6.427994711,0,0,0
1972_CIN,5,8,0.384615385,76,42,42,7,18,10,0.642857143,71,39,39,5,18,9,0.666666667,56,31,31,5,16,10,0.615384615,59,21,21,3,21,9,0.7,48,20,20,6,14,13,0.518518519,76,35,35,5,42,34,0.552631579,53,25,0.679487179,95,59,0.616883117,1567.929524,154,76,707,5241,1317,214,44,124,606,914,140,63,557,0.607398917,504,3.21,25,15,60,4236,1313,129,435,806,110,143,0.98,1611459,94,93,1,1970,49,20,12,0.753,-1.3942726,1.460566771,1,1,0
1972_CLE,6,6,0.5,69,20,20,9,12,11,0.52173913,71,21,21,9,9,19,0.321428571,102,35,35,7,15,16,0.483870968,61,27,27,1,16,14,0.533333333,83,34,34,4,11,17,0.392857143,61,16,16,3,43,34,0.558441558,29,50,0.367088608,72,84,0.461538462,1483.382957,156,77,472,5207,1220,187,18,91,420,762,49,53,519,0.456680738,457,2.92,47,13,24,4230,1232,123,534,846,111,157,0.98,626354,104,106,2,1970,69,14,16,0.859,3.8100121,0.757804824,0,0,0
1972_DET,7,4,0.636363636,45,19,19,8,14,12,0.538461538,91,30,30,10,15,12,0.555555556,68,36,36,9,19,12,0.612903226,48,21,21,5,12,18,0.4,58,22,22,7,16,11,0.592592593,61,28,28,8,44,34,0.564102564,42,36,0.538461538,86,70,0.551282051,1538.939158,156,78,558,5099,1206,179,32,122,483,793,17,21,514,0.537506494,456,2.96,46,11,33,4164,1212,101,465,952,96,137,0.98,1892386,103,103,2,1970,131,27,26,0.853,6.4725265,2.148986961,1,0,0
1972_HOU,10,4,0.714285714,39,23,23,6,14,13,0.518518519,49,23,23,3,17,11,0.607142857,76,41,41,9,13,16,0.448275862,53,21,21,3,18,10,0.642857143,55,36,36,4,11,12,0.47826087,126,56,56,16,41,36,0.532467532,42,33,0.56,83,69,0.546052632,1509.209814,153,77,708,5267,1359,233,38,134,524,907,111,56,636,0.548907946,580,3.77,38,14,31,4155,1340,114,498,971,114,151,0.98,1469247,98,97,2,1970,96,36,26,0.772,-1.5806204,-0.436863046,0,0,0
1972_KCR,6,8,0.428571429,38,12,12,6,7,16,0.304347826,57,18,18,10,18,9,0.666666667,72,25,25,6,15,16,0.483870968,39,15,15,5,14,14,0.5,81,45,45,11,15,13,0.535714286,57,23,23,7,44,33,0.571428571,32,45,0.415584416,76,78,0.493506494,1501.055497,154,77,580,5167,1317,220,26,78,534,711,85,44,545,0.528445109,497,3.24,44,16,29,4143,1293,85,405,801,116,164,0.98,707656,99,98,2,1970,46,9,21,0.882,2.4822164,-5.380546798,0,0,0
1972_LAD,11,4,0.733333333,41,15,15,6,15,12,0.555555556,92,44,44,12,10,16,0.384615385,83,47,47,10,13,14,0.481481481,77,34,34,5,17,11,0.607142857,62,30,30,8,17,12,0.586206897,90,41,41,5,41,34,0.546666667,44,36,0.55,85,70,0.548387097,1541.768562,155,75,584,5270,1349,178,39,98,480,786,82,39,527,0.546847633,433,2.78,50,23,29,4209,1196,83,429,856,162,145,0.97,1860858,98,97,1,1970,74,18,16,0.833,2.6655927,0.238616834,0,0,0
1972_MIL,3,7,0.3,23,9,9,2,9,15,0.375,63,25,25,12,14,15,0.482758621,69,34,34,8,11,21,0.34375,74,28,28,4,12,17,0.413793103,64,35,35,10,13,15,0.464285714,88,45,45,9,37,42,0.46835443,28,49,0.363636364,65,91,0.416666667,1469.6333,156,79,493,5124,1204,167,22,88,472,868,64,57,595,0.414805245,533,3.45,37,14,32,4173,1289,116,486,740,139,145,0.97,600440,97,98,2,1970,108,17,25,0.887,7.2109591,0.290381712,0,0,0
1972_MIN,8,3,0.727272727,55,32,32,11,15,9,0.625,40,13,13,6,12,17,0.413793103,61,23,23,4,12,16,0.428571429,60,27,27,6,14,15,0.482758621,80,31,31,3,14,15,0.482758621,111,50,50,12,42,32,0.567567568,35,45,0.4375,77,77,0.5,1483.264957,154,74,537,5234,1277,182,31,93,478,905,53,41,535,0.501707085,441,2.84,37,17,34,4197,1188,105,444,838,159,133,0.97,797901,105,105,2,1970,31,12,9,0.769,-0.4524516,-0.262891075,0,0,0
1972_NYM,8,4,0.666666667,59,22,22,6,21,7,0.75,78,45,45,8,12,15,0.444444444,76,45,45,8,11,15,0.423076923,53,20,20,3,11,17,0.392857143,66,26,26,6,15,14,0.517241379,81,35,35,10,41,37,0.525641026,42,36,0.538461538,83,73,0.532051282,1512.375075,156,78,528,5135,1154,175,31,105,589,990,41,41,578,0.458700812,512,3.26,32,12,41,4242,1263,118,486,1059,116,122,0.98,2134185,97,97,1,1970,59,23,20,0.775,-1.3172986,11.44267327,0,0,0
1972_NYY,4,8,0.333333333,37,23,23,9,13,12,0.52,84,34,34,14,11,14,0.44,90,34,34,7,19,11,0.633333333,54,23,23,3,19,14,0.575757576,71,24,24,7,13,12,0.52,81,33,33,10,46,31,0.597402597,33,45,0.423076923,79,76,0.509677419,1499.175575,155,77,557,5168,1288,201,24,103,491,689,71,42,527,0.525307701,465,3.05,35,19,39,4119,1306,87,419,625,134,179,0.97,966328,97,96,2,1970,61,19,15,0.800,0.6579553,-2.422693645,0,0,0
1972_OAK,7,4,0.636363636,33,13,13,4,18,8,0.692307692,72,28,28,15,18,11,0.620689655,91,36,36,7,16,15,0.516129032,46,18,18,4,14,13,0.518518519,70,32,32,4,18,10,0.642857143,79,38,38,10,48,29,0.623376623,45,33,0.576923077,93,62,0.6,1557.253571,155,77,604,5200,1248,195,29,134,463,886,87,48,457,0.624893249,406,2.58,42,23,43,4251,1170,96,418,862,130,146,0.97,921323,95,93,2,1970,175,48,31,0.811,3.5794191,-3.858453527,1,1,1
1972_PHI,9,5,0.642857143,70,22,22,8,7,19,0.269230769,92,52,52,9,8,18,0.307692308,36,15,15,2,10,19,0.344827586,42,16,16,3,10,18,0.357142857,70,42,42,5,13,16,0.448275862,93,38,38,9,28,51,0.35443038,31,46,0.402597403,59,97,0.378205128,1439.370642,156,79,503,5248,1240,200,36,98,487,930,42,50,635,0.394973464,569,3.66,43,13,15,4200,1318,117,536,927,116,142,0.98,1343329,102,104,1,1970,52,18,11,0.778,-0.5149347,-2.615860333,0,0,0
1972_PIT,5,8,0.384615385,36,13,13,3,19,7,0.730769231,108,49,49,13,16,10,0.615384615,45,26,26,4,20,10,0.666666667,55,18,18,3,17,11,0.607142857,99,56,56,8,18,11,0.620689655,73,30,30,9,49,29,0.628205128,47,30,0.61038961,96,59,0.619354839,1554.64797,155,78,691,5490,1505,251,47,110,404,871,49,30,512,0.633825066,441,2.81,39,15,48,4242,1282,90,433,838,136,171,0.97,1427460,99,97,1,1970,51,8,10,0.884,3.3954657,-2.242885209,1,0,0
1972_SDP,5,11,0.3125,54,18,18,7,11,15,0.423076923,79,39,39,10,8,18,0.307692308,38,24,24,3,12,15,0.444444444,71,26,26,5,10,19,0.344827586,120,67,67,10,11,15,0.423076923,107,45,45,11,26,54,0.325,32,41,0.438356164,58,95,0.379084967,1433.179438,153,80,488,5213,1181,168,38,102,407,976,78,46,665,0.362083375,589,3.78,39,17,19,4209,1350,121,618,960,144,146,0.97,644273,92,95,1,1970,63,22,16,0.782,-0.6383076,2.601243685,0,0,0
1972_SFG,6,10,0.375,15,3,3,2,9,21,0.3,79,35,35,9,13,15,0.464285714,65,35,35,10,16,8,0.666666667,78,30,30,4,12,16,0.428571429,70,26,26,6,10,16,0.384615385,65,26,26,5,34,43,0.441558442,35,43,0.448717949,69,86,0.44516129,1488.591002,155,77,662,5245,1281,211,36,150,480,964,123,45,649,0.509072528,568,3.69,44,8,23,4158,1309,130,507,771,154,121,0.97,647744,102,102,1,1970,97,24,18,0.827,2.6142345,-9.90624185,0,0,0
1972_STL,5,8,0.384615385,59,36,36,10,11,17,0.392857143,90,38,38,11,18,8,0.692307692,47,20,20,3,12,15,0.444444444,70,22,22,5,14,15,0.482758621,57,21,21,6,14,16,0.466666667,124,46,46,14,40,37,0.519480519,35,44,0.443037975,75,81,0.480769231,1488.520049,156,77,568,5326,1383,214,42,70,437,793,104,48,600,0.474946231,532,3.42,64,13,13,4197,1290,87,531,912,140,146,0.97,1196894,99,99,1,1970,78,15,13,0.858,4.3167846,0.908387887,0,0,0
1972_TEX,7,6,0.538461538,30,10,10,7,10,18,0.357142857,54,22,22,10,10,14,0.416666667,45,22,22,6,12,19,0.387096774,50,20,20,6,10,19,0.344827586,85,31,31,8,3,23,0.115384615,88,41,41,10,31,46,0.402597403,23,54,0.298701299,54,100,0.350649351,1378.554563,154,77,461,5029,1092,166,17,56,503,926,126,73,628,0.362222668,539,3.53,11,8,34,4122,1258,92,613,868,166,147,0.97,662974,96,98,2,1970,45,4,8,0.930,4.0914538,-1.78229085,0,0,0
1972_WSN,9,4,0.692307692,37,18,18,5,9,18,0.333333333,93,44,44,11,11,16,0.407407407,59,35,35,5,13,12,0.52,63,26,26,5,14,15,0.482758621,67,31,31,4,11,17,0.392857143,82,35,35,9,35,43,0.448717949,34,43,0.441558442,69,86,0.44516129,1461.235045,156,78,513,5156,1205,156,22,91,474,828,68,66,609,0.422157558,559,3.59,39,11,23,4203,1281,103,579,888,134,141,0.97,1142145,101,102,1,1970,95,23,21,0.835,3.0548374,3.588582165,0,0,0
1973_ANA,9,8,0.529411765,81,49,49,8,15,12,0.555555556,134,63,63,17,15,15,0.5,64,30,30,17,10,19,0.344827586,151,80,80,9,12,14,0.461538462,93,41,41,9,18,15,0.545454545,77,42,42,4,43,38,0.530864198,36,45,0.444444444,79,83,0.487654321,1495.305917,162,81,629,5505,1395,183,29,93,509,816,59,47,657,0.480085153,571,3.53,72,13,19,4368,1351,104,614,1010,156,153,0.97,1058206,92,92,2,1970,44,14,13,0.803,0.8082818,1.226205292,0,0,0
1973_ATL,7,13,0.35,71,32,32,16,10,18,0.357142857,61,35,35,7,16,15,0.516129032,72,39,39,6,15,17,0.46875,105,44,44,13,17,8,0.68,91,40,40,9,10,14,0.416666667,61,27,27,6,39,40,0.493670886,36,45,0.444444444,75,85,0.46875,1496.96822,162,81,799,5631,1497,219,34,206,608,870,84,40,774,0.5145394,690,4.25,34,9,35,4386,1467,144,575,803,166,142,0.97,800655,108,108,1,1970,56,19,23,0.806,0.4319795,-7.417882862,0,0,0
1973_BAL,10,9,0.526315789,79,52,52,10,10,12,0.454545455,96,46,46,14,17,10,0.62962963,129,65,65,15,18,14,0.5625,147,78,78,10,21,9,0.7,87,34,34,12,21,11,0.65625,74,26,26,9,50,31,0.617283951,47,34,0.580246914,97,65,0.598765432,1583.090484,162,81,754,5537,1474,229,48,119,648,752,146,64,561,0.632063333,498,3.07,67,14,26,4383,1297,124,475,715,119,184,0.98,958667,99,98,2,1970,129,44,30,0.783,2.1049656,-5.394259931,1,0,0
1973_BOS,7,10,0.411764706,46,26,26,4,13,13,0.5,109,50,50,15,15,12,0.555555556,101,55,55,13,19,14,0.575757576,146,80,80,9,18,13,0.580645161,115,50,50,11,17,11,0.607142857,52,13,13,5,48,33,0.592592593,41,40,0.50617284,89,73,0.549382716,1547.026077,162,81,738,5513,1472,235,30,147,581,799,114,45,647,0.559916573,584,3.65,67,10,33,4320,1417,158,499,808,127,162,0.97,1481002,106,106,2,1970,45,14,17,0.816,1.0611772,-1.706484826,0,0,0
1973_CHC,12,8,0.6,39,12,12,3,18,11,0.620689655,59,25,25,9,17,13,0.566666667,70,35,35,4,8,19,0.296296296,103,46,46,4,9,18,0.333333333,85,48,48,11,13,14,0.481481481,119,59,59,3,41,39,0.5125,36,45,0.444444444,77,84,0.47826087,1464.197499,161,80,614,5363,1322,201,21,117,575,855,65,58,655,0.470461496,584,3.66,27,13,40,4311,1471,128,438,885,157,155,0.97,1351705,107,107,1,1970,107,40,24,0.766,0.088113,1.255699223,0,0,0
1973_CHW,10,5,0.666666667,63,31,31,5,17,10,0.62962963,45,29,29,6,11,18,0.379310345,95,46,46,10,14,20,0.411764706,109,54,54,7,12,17,0.413793103,72,32,32,8,13,15,0.464285714,94,40,40,6,40,41,0.49382716,37,44,0.456790123,77,85,0.475308642,1463.431518,162,81,652,5475,1400,228,38,111,537,952,83,73,705,0.464305715,624,3.86,48,15,35,4368,1484,110,574,848,144,165,0.97,1302527,105,105,2,1970,42,16,7,0.754,-0.3010034,1.782474173,0,0,0
1973_CIN,13,8,0.619047619,51,23,23,15,14,13,0.518518519,96,54,54,10,12,16,0.428571429,93,51,51,9,24,7,0.774193548,128,68,68,18,17,11,0.607142857,59,33,33,10,19,8,0.703703704,87,39,39,10,50,31,0.617283951,49,32,0.604938272,99,63,0.611111111,1581.774326,162,81,741,5505,1398,232,34,137,639,947,148,55,621,0.580129559,556,3.4,39,17,43,4419,1389,135,518,801,115,162,0.98,2017601,95,93,1,1970,55,25,13,0.731,-1.6060913,5.019011519,1,0,0
1973_CLE,9,12,0.428571429,99,54,54,12,11,15,0.423076923,101,39,39,6,7,21,0.25,133,75,75,15,11,20,0.35483871,135,72,72,7,19,10,0.655172414,99,45,45,12,14,13,0.518518519,86,34,34,10,34,47,0.419753086,37,44,0.456790123,71,91,0.438271605,1499.317821,162,81,680,5592,1429,205,29,158,471,793,60,68,826,0.411943067,745,4.58,55,9,21,4392,1532,172,602,883,138,174,0.97,615107,103,104,2,1970,133,37,37,0.821,4.0431105,4.265223137,0,0,0
1973_DET,10,10,0.5,41,20,20,6,15,11,0.576923077,66,41,41,6,12,17,0.413793103,118,60,60,14,19,10,0.655172414,74,38,38,5,15,16,0.483870968,82,36,36,10,14,13,0.518518519,100,38,38,9,47,34,0.580246914,38,43,0.469135802,85,77,0.524691358,1514.72582,162,81,642,5508,1400,213,32,157,509,722,28,30,674,0.477761056,627,3.9,39,11,46,4341,1468,154,493,911,112,144,0.98,1724146,106,107,2,1970,76,27,32,0.800,0.2690898,7.602708993,0,0,0
1973_HOU,14,10,0.583333333,57,29,29,8,15,12,0.555555556,87,49,49,13,14,14,0.5,76,39,39,6,12,17,0.413793103,87,34,34,10,14,15,0.482758621,78,41,41,10,13,12,0.52,80,35,35,7,41,40,0.50617284,41,40,0.50617284,82,80,0.50617284,1500.602625,162,81,681,5532,1391,216,35,134,469,962,92,48,672,0.506086264,608,3.75,45,14,26,4380,1389,111,575,907,112,140,0.98,1394004,99,99,2,1970,138,23,19,0.872,11.0992823,0.014025289,0,0,0
1973_KCR,13,8,0.619047619,58,27,27,7,14,15,0.482758621,84,41,41,13,15,15,0.5,78,39,39,8,18,10,0.642857143,124,57,57,7,14,12,0.538461538,68,36,36,8,14,14,0.5,115,54,54,6,48,33,0.592592593,40,41,0.49382716,88,74,0.543209877,1512.272747,162,81,755,5508,1440,239,40,114,644,696,105,69,752,0.501821494,675,4.19,40,7,41,4347,1521,114,617,790,167,192,0.97,1345341,106,106,2,1970,77,30,25,0.773,-0.7130571,6.704917969,0,0,0
1973_LAD,11,11,0.5,79,29,29,7,20,8,0.714285714,62,26,26,9,21,8,0.724137931,120,66,66,12,15,13,0.535714286,100,39,39,11,17,12,0.586206897,67,36,36,9,12,14,0.461538462,111,50,50,12,50,31,0.617283951,46,35,0.567901235,96,66,0.592592593,1541.473249,162,81,675,5604,1473,219,29,110,497,795,109,50,565,0.580672125,497,3,45,15,38,4473,1270,129,461,961,125,166,0.98,2136192,97,95,1,1970,42,23,14,0.709,-2.7928122,1.931115778,0,0,0
1973_MIL,9,9,0.5,47,18,18,4,10,17,0.37037037,130,53,53,14,18,10,0.642857143,141,74,74,15,13,17,0.433333333,50,25,25,4,16,14,0.533333333,91,41,41,10,8,21,0.275862069,65,18,18,6,40,41,0.49382716,34,47,0.419753086,74,88,0.456790123,1450.281598,162,81,708,5526,1399,229,40,145,563,977,110,66,731,0.485378185,643,3.98,50,11,28,4362,1476,119,623,671,145,167,0.97,1092158,97,98,2,1970,55,14,24,0.849,2.3845661,-4.631266021,0,0,0
1973_MIN,9,8,0.529411765,79,47,47,7,16,11,0.592592593,147,59,59,17,14,14,0.5,87,39,39,17,14,17,0.451612903,122,61,61,10,11,19,0.366666667,107,49,49,6,17,12,0.586206897,85,45,45,5,37,44,0.456790123,44,37,0.543209877,81,81,0.5,1502.909723,162,81,738,5625,1521,240,44,120,598,954,87,46,692,0.529409738,608,3.77,48,18,34,4353,1443,115,519,879,139,147,0.97,907499,104,104,2,1970,80,26,21,0.795,1.0514397,-4.764377538,0,0,0
1973_NYM,12,8,0.6,82,33,33,16,9,14,0.391304348,69,23,23,7,11,17,0.392857143,80,38,38,4,12,18,0.4,71,21,21,3,18,14,0.5625,73,29,29,7,19,8,0.703703704,135,70,70,7,43,38,0.530864198,39,41,0.4875,82,79,0.50931677,1543.081297,161,81,608,5457,1345,198,24,85,540,805,27,22,588,0.515297654,531,3.26,47,15,40,4395,1345,127,490,1027,126,140,0.98,1912390,98,99,1,1970,63,22,15,0.780,0.5535443,-0.96292228,1,1,0
1973_NYY,9,10,0.473684211,59,35,35,5,15,13,0.535714286,62,18,18,3,19,10,0.655172414,118,65,65,12,17,15,0.53125,170,89,89,11,9,18,0.333333333,69,27,27,11,11,16,0.407407407,80,25,25,8,50,31,0.617283951,30,51,0.37037037,80,82,0.49382716,1475.413583,162,81,641,5492,1435,212,17,131,489,680,47,43,610,0.522662965,530,3.34,47,16,39,4281,1379,109,457,708,156,172,0.97,1262103,97,96,2,1970,68,24,18,0.782,0.2376781,-4.671400262,0,0,0
1973_OAK,9,11,0.45,70,45,45,8,15,13,0.535714286,71,24,24,3,18,11,0.620689655,84,41,41,9,17,12,0.586206897,107,54,54,6,20,7,0.740740741,91,53,53,11,15,14,0.517241379,85,39,39,6,50,31,0.617283951,44,37,0.543209877,94,68,0.580246914,1549.869549,162,81,758,5507,1431,216,28,147,595,919,128,57,615,0.594495661,533,3.29,46,16,41,4371,1311,143,494,797,137,170,0.97,1000763,95,93,2,1970,162,39,28,0.830,8.0142627,-2.308297159,1,1,1
1973_PHI,9,9,0.5,66,31,31,15,10,18,0.357142857,89,39,39,10,16,13,0.551724138,116,56,56,14,14,17,0.451612903,82,35,35,4,13,15,0.464285714,54,22,22,5,9,19,0.321428571,124,61,61,4,38,43,0.469135802,33,48,0.407407407,71,91,0.438271605,1447.475459,162,81,642,5546,1381,218,29,134,476,979,51,47,717,0.449623458,642,3.99,49,11,22,4341,1435,131,632,919,134,179,0.97,1475934,102,103,1,1970,111,29,30,0.829,4.8247607,-1.839000227,0,0,0
1973_PIT,8,7,0.533333333,65,26,26,4,13,14,0.481481481,54,31,31,6,13,18,0.419354839,73,33,33,10,17,12,0.586206897,87,26,26,4,14,14,0.5,68,41,41,9,15,16,0.483870968,107,35,35,9,41,40,0.50617284,39,42,0.481481481,80,82,0.49382716,1492.330523,162,81,704,5608,1465,257,44,154,432,842,23,30,693,0.507204375,601,3.73,26,11,44,4350,1426,110,564,839,151,156,0.97,1319913,98,96,1,1970,86,31,23,0.779,0.2844047,-2.167108698,0,0,0
1973_SDP,7,15,0.318181818,66,26,26,3,10,18,0.357142857,77,33,33,9,8,19,0.296296296,85,42,42,6,10,18,0.357142857,67,31,31,4,13,15,0.464285714,38,19,19,8,10,16,0.384615385,100,45,45,10,31,50,0.382716049,28,51,0.35443038,59,101,0.36875,1439.027892,162,81,548,5457,1330,198,26,112,401,966,88,36,770,0.349233336,661,4.16,34,10,23,4290,1461,157,548,845,170,152,0.97,611826,91,94,1,1970,221,54,35,0.826,11.0236793,3.161699548,0,0,0
1973_SFG,18,6,0.75,74,38,38,7,14,14,0.5,59,18,18,6,13,14,0.481481481,90,46,46,9,15,12,0.555555556,84,37,37,4,13,13,0.5,70,26,26,7,15,15,0.5,100,46,46,12,47,34,0.580246914,41,40,0.50617284,88,74,0.543209877,1507.323204,162,81,739,5537,1452,212,52,161,590,913,112,52,702,0.52348198,611,3.79,33,8,44,4356,1442,145,485,787,163,138,0.97,834193,105,105,1,1970,63,20,15,0.796,1.4088226,3.195919312,0,0,0
1973_STL,3,15,0.166666667,57,27,27,5,16,10,0.615384615,83,49,49,10,18,12,0.6,92,39,39,12,19,11,0.633333333,111,43,43,8,12,18,0.4,54,19,19,4,13,15,0.464285714,110,57,57,3,43,38,0.530864198,38,43,0.469135802,81,81,0.5,1494.540352,162,81,643,5478,1418,240,35,75,531,796,100,46,603,0.529350313,527,3.25,42,14,36,4380,1366,105,486,867,158,149,0.97,1574046,100,100,1,1970,87,22,17,0.825,3.6731828,-4.754750634,0,0,0
1973_TEX,6,10,0.375,31,15,15,3,9,18,0.333333333,78,25,25,5,10,18,0.357142857,62,33,33,7,15,17,0.46875,171,86,86,12,6,24,0.2,78,36,36,5,11,18,0.379310345,99,51,51,5,35,46,0.432098765,22,59,0.271604938,57,105,0.351851852,1406.355163,162,81,619,5488,1397,195,29,110,503,791,91,53,844,0.361840114,737,4.64,35,10,27,4290,1514,130,680,831,161,164,0.97,686085,95,97,2,1970,43,16,13,0.778,0.1918758,-1.618098492,0,0,0
1973_WSN,7,11,0.388888889,70,36,36,8,12,11,0.52173913,92,38,38,10,15,15,0.5,86,39,39,10,16,16,0.5,87,28,28,5,13,17,0.433333333,68,29,29,8,16,13,0.551724138,127,47,47,11,43,38,0.530864198,36,45,0.444444444,79,83,0.487654321,1491.205355,162,81,668,5369,1345,190,23,125,695,777,77,68,702,0.477302916,598,3.71,26,6,38,4353,1356,128,681,866,163,156,0.97,1246863,103,104,1,1970,80,25,19,0.798,1.6493813,1.676927534,0,0,0
1974_ANA,12,11,0.52173913,107,58,58,11,12,15,0.444444444,40,14,14,3,9,20,0.310344828,70,45,45,4,9,18,0.333333333,54,29,29,4,11,17,0.392857143,78,52,52,8,14,13,0.518518519,101,49,49,6,36,45,0.444444444,33,49,0.402439024,69,94,0.423312883,1473.836625,163,81,618,5401,1372,203,31,95,509,801,119,79,657,0.472032254,563,3.52,64,13,12,4317,1339,101,649,986,147,150,0.97,917269,94,94,2,1970,49,24,21,0.745,-2.5677291,-7.941257404,0,0,0
1974_ATL,11,12,0.47826087,78,36,36,7,15,10,0.6,66,40,40,12,16,13,0.551724138,81,41,41,3,12,16,0.428571429,53,19,19,1,19,9,0.678571429,93,33,33,14,14,14,0.5,80,38,38,9,46,35,0.567901235,43,39,0.524390244,89,74,0.54601227,1531.069678,163,81,661,5533,1375,202,37,120,571,772,72,44,563,0.572893835,500,3.05,46,21,22,4422,1343,97,488,772,132,161,0.97,981085,104,104,1,1970,140,44,50,0.812,2.5991959,-4.381695082,0,0,0
1974_BAL,11,8,0.578947368,43,16,16,6,11,16,0.407407407,87,38,38,5,16,10,0.615384615,75,29,29,6,14,16,0.466666667,80,41,41,7,14,15,0.482758621,85,48,48,12,23,6,0.793103448,153,93,93,17,46,35,0.567901235,45,36,0.555555556,91,71,0.561728395,1574.898835,162,81,659,5535,1418,226,27,116,509,770,145,58,612,0.533799373,536,3.27,57,16,25,4422,1393,101,480,701,128,174,0.98,962572,97,95,2,1970,132,42,21,0.785,2.1632411,4.524501562,1,0,0
